hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
City Hotel,1,88,2017,April,17,26,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,170.0,,0,Transient,140.0,0,0,Canceled,2017-02-17,Jennifer Clark,Jennifer_C@xfinity.com,197-207-2268,************7079
City Hotel,0,0,2016,August,35,21,1,0,2,1.0,0,SC,PRT,Direct,Direct,0,0,0,A,C,1,No Deposit,,,0,Transient,152.0,0,0,Check-Out,2016-08-22,Robyn Stewart,Stewart.Robyn@verizon.com,626-658-8632,************2024
City Hotel,0,6,2016,January,3,10,6,14,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,87.7,0,1,Check-Out,2016-01-30,Ricky Scott,RScott@comcast.net,114-666-5472,************8156
Resort Hotel,1,2,2017,April,14,2,1,0,1,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,184.0,,0,Transient,77.0,0,0,No-Show,2017-04-02,Robert Wang,Robert.W26@comcast.net,290-385-0802,************1698
City Hotel,0,1,2016,June,24,7,0,1,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,124.0,0,0,Check-Out,2016-06-08,Kristin Yates,Kristin.Y41@xfinity.com,124-372-3655,************7655
Resort Hotel,1,37,2016,November,46,10,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,37.8,0,0,Canceled,2016-10-26,Michelle Robles,Robles.Michelle@att.com,474-994-7355,************3820
City Hotel,0,118,2016,August,32,2,0,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,A,0,No Deposit,9.0,,0,Transient,118.8,0,1,Check-Out,2016-08-05,Karen Strickland,Karen.S@att.com,191-506-6864,************2124
Resort Hotel,0,14,2015,November,47,21,2,5,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,6.0,,0,Transient,26.0,0,0,Check-Out,2015-11-28,Matthew Douglas,Matthew.D43@protonmail.com,843-555-0211,************7875
City Hotel,0,98,2015,November,48,23,1,2,1,0.0,0,BB,POL,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,70.0,0,0,Check-Out,2015-11-26,Megan Perry,Megan.P@protonmail.com,893-137-7716,************1932
City Hotel,1,250,2016,September,40,26,1,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,3.0,,0,Transient,95.0,0,0,Canceled,2016-06-28,April Navarro,Navarro.April@comcast.net,720-857-5044,************7019
City Hotel,0,28,2017,April,17,28,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,115.0,0,1,Check-Out,2017-05-01,Brian Ramos,Ramos_Brian@yandex.com,614-814-3631,************1317
Resort Hotel,0,3,2016,September,36,2,0,2,2,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,C,0,No Deposit,250.0,,0,Transient,161.0,1,2,Check-Out,2016-09-04,Shaun Brown,Shaun.Brown95@aol.com,210-081-1462,************8730
City Hotel,1,274,2016,April,15,7,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Leslie Johnson,LeslieJohnson@aol.com,872-428-8676,************5165
City Hotel,0,139,2017,July,27,2,2,1,2,0.0,0,HB,CZE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,150.3,0,0,Check-Out,2017-07-05,Anna Wilkins,Anna_Wilkins61@xfinity.com,446-599-6269,************5433
City Hotel,1,451,2016,May,21,16,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2016-03-14,Lauren Adams,Lauren_Adams@yahoo.com,942-727-7515,************3987
City Hotel,0,224,2015,October,40,2,1,2,2,0.0,1,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3.0,,0,Transient-Party,65.0,0,1,Check-Out,2015-10-05,Shaun Suarez,ShaunSuarez@xfinity.com,246-143-4486,************7862
Resort Hotel,0,5,2016,May,21,21,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,85.0,1,1,Check-Out,2016-05-22,Allison Bryant,Allison_Bryant@protonmail.com,976-783-7712,************8406
City Hotel,0,135,2015,September,38,14,1,2,1,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,80.0,0,0,Check-Out,2015-09-17,Anthony Martinez,Anthony_Martinez@gmail.com,285-901-3065,************5019
City Hotel,0,104,2016,October,44,25,0,3,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,123.3,0,2,Check-Out,2016-10-28,Darren Moore,Moore_Darren@hotmail.com,847-285-1832,************4900
City Hotel,1,335,2015,September,38,17,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,Adam Shaffer,AShaffer@xfinity.com,974-991-9444,************1626
City Hotel,1,50,2016,November,49,29,0,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,C,C,0,Non Refund,,348.0,8,Transient,90.0,0,0,Canceled,2016-11-15,William Blair,William_Blair97@comcast.net,632-696-8504,************8917
City Hotel,1,105,2016,April,15,6,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12.0,,0,Transient,75.0,0,0,Canceled,2016-01-18,Mr. Ricky Michael,MMichael13@verizon.com,407-354-6573,************3418
Resort Hotel,0,17,2017,August,33,17,0,1,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,230.0,0,2,Check-Out,2017-08-18,Christina Lopez,Christina_L@outlook.com,901-971-9196,************5534
City Hotel,0,32,2017,May,20,15,1,1,1,0.0,0,BB,AUT,Groups,Corporate,0,0,0,A,A,2,No Deposit,459.0,,0,Transient-Party,130.0,0,0,Check-Out,2017-05-17,Robin Mcgrath,Mcgrath.Robin@yahoo.com,923-782-8315,************7213
City Hotel,0,2,2016,September,39,22,0,1,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,179.38,0,0,Check-Out,2016-09-23,Leslie Livingston,LeslieLivingston70@yahoo.com,414-731-6080,************8047
City Hotel,1,305,2016,November,45,4,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21.0,,0,Transient,89.0,0,0,Canceled,2016-02-01,Leah Chan,Leah.C@yahoo.com,266-288-6672,************7425
City Hotel,0,41,2016,June,24,7,0,3,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,D,G,0,No Deposit,,,0,Transient,118.0,0,3,Check-Out,2016-06-10,Jennifer Schmidt,Jennifer.S@zoho.com,689-495-6724,************8086
Resort Hotel,0,60,2015,December,52,22,2,5,2,0.0,0,BB,GBR,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,36.0,0,0,Check-Out,2015-12-29,Jeffrey Nelson,Jeffrey.N@aol.com,829-260-2215,************4839
City Hotel,0,7,2017,August,34,23,0,2,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,196.5,0,1,Check-Out,2017-08-25,Robert Cooper,Cooper_Robert40@zoho.com,725-049-9329,************2864
Resort Hotel,0,6,2016,April,18,28,0,0,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,51.0,0,Transient,0.0,0,0,Check-Out,2016-04-28,Angela Kelly,Angela.K@yandex.com,427-321-6100,************4158
City Hotel,0,4,2015,October,42,11,2,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,114.0,0,1,Check-Out,2015-10-14,Barbara Edwards,BEdwards@comcast.net,657-023-7470,************3775
City Hotel,0,115,2016,February,9,27,2,2,1,0.0,0,BB,MOZ,Offline TA/TO,TA/TO,0,0,0,A,E,1,No Deposit,134.0,,0,Transient-Party,76.0,0,1,Check-Out,2016-03-02,Frederick Fischer,Frederick_F@yandex.com,753-918-1282,************5308
Resort Hotel,0,366,2015,July,28,9,2,5,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40.0,,0,Contract,134.73,0,0,Check-Out,2015-07-16,Mark Cox MD,MarkMD62@mail.com,515-974-2223,************8211
Resort Hotel,1,229,2017,May,18,3,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,60.0,0,2,Canceled,2016-09-17,Renee Hartman,RHartman@gmail.com,207-246-2343,************5866
City Hotel,0,53,2015,November,46,9,1,4,2,0.0,1,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,14.0,,0,Transient,64.6,0,3,Check-Out,2015-11-14,Cody Garrison,Cody.Garrison70@outlook.com,838-389-9822,************7188
Resort Hotel,1,92,2016,February,9,26,1,2,2,0.0,0,Undefined,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,134.0,,0,Transient,79.0,0,0,Canceled,2015-12-10,Hector Clayton MD,HMD@outlook.com,966-777-3973,************3235
Resort Hotel,1,47,2017,July,28,11,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,170.0,0,0,Canceled,2017-05-25,Mr. Peter Wallace,Mr._W@yandex.com,484-878-6286,************5946
City Hotel,0,19,2016,July,28,5,0,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,175.0,1,2,Check-Out,2016-07-09,Faith Jackson,FaithJackson@comcast.net,891-526-5623,************2169
City Hotel,1,121,2016,June,26,24,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,B,1,Non Refund,3.0,,0,Transient,90.0,0,0,Canceled,2016-05-03,Jose Ali,Jose_A75@verizon.com,919-313-2713,************9842
City Hotel,1,239,2015,October,42,17,0,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient,60.0,0,0,Canceled,2015-08-17,Tina Knight,Tina.K@comcast.net,845-581-7224,************3889
Resort Hotel,1,172,2016,June,27,27,2,5,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,128.0,,0,Transient,48.6,0,0,Canceled,2016-06-22,Brian Frazier,Frazier.Brian49@comcast.net,799-230-1962,************7972
City Hotel,1,37,2016,March,12,14,1,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,95.4,0,1,Canceled,2016-03-14,Joanne Jones,JJones@verizon.com,807-404-7309,************2952
City Hotel,0,0,2016,January,3,14,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,72.8,0,0,Check-Out,2016-01-15,Carrie Guzman,CarrieGuzman@xfinity.com,524-694-3380,************5673
City Hotel,0,4,2015,December,49,4,0,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,74.69,0,0,Check-Out,2015-12-06,Peter Lucas,Lucas.Peter39@hotmail.com,660-154-5096,************3406
Resort Hotel,0,1,2016,February,6,2,0,3,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,68.0,0,2,Check-Out,2016-02-05,Ronald Hill,Ronald_Hill88@xfinity.com,583-750-0177,************8132
Resort Hotel,0,27,2016,February,7,12,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,,,0,Transient,53.0,0,1,Check-Out,2016-02-14,Donna Campbell,Donna.Campbell26@att.com,128-109-3639,************5511
City Hotel,0,3,2016,December,50,5,1,3,1,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83.0,,0,Transient,71.8,0,0,Check-Out,2016-12-09,Monique Payne,Payne.Monique@gmail.com,172-731-4623,************7216
City Hotel,0,20,2017,May,22,30,0,3,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7.0,,0,Transient,101.33,0,1,Check-Out,2017-06-02,Karen Parker,KParker76@verizon.com,887-434-3805,************4947
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,100.0,0,0,Canceled,2016-04-04,April Davis,April.D@gmail.com,949-768-7890,************8830
Resort Hotel,0,40,2016,March,11,9,2,4,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,48.0,0,2,Check-Out,2016-03-15,Mrs. Anna Clark,Clark.Mrs.@outlook.com,211-234-4549,************5052
City Hotel,0,1,2017,February,5,4,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,88.0,0,0,Check-Out,2017-02-05,Kevin Zimmerman,Kevin.Z@aol.com,389-875-6033,************3623
City Hotel,1,29,2017,June,22,3,2,1,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229.0,,0,Transient-Party,112.67,0,0,Canceled,2017-05-22,Bobby Lee,BLee@comcast.net,530-204-2751,************4763
City Hotel,1,447,2016,September,40,29,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Hannah Wilson,Hannah.Wilson@outlook.com,256-583-1322,************1736
City Hotel,1,20,2015,December,53,30,0,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,3.0,,0,Transient-Party,70.0,0,0,Canceled,2015-12-23,Jeffrey Caldwell,Jeffrey.Caldwell@gmail.com,530-268-3405,************4977
Resort Hotel,0,198,2017,May,18,5,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6.0,,0,Transient,54.0,0,1,Check-Out,2017-05-08,Sonya Neal,Neal.Sonya92@xfinity.com,122-200-2564,************5524
Resort Hotel,0,165,2016,July,28,3,4,10,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,143.0,,0,Transient,104.55,0,2,Check-Out,2016-07-17,Hannah Schmidt,HSchmidt62@yandex.com,630-209-4764,************3221
Resort Hotel,1,27,2016,April,18,25,1,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,85.0,0,0,Canceled,2016-03-30,Joel Mccoy,Mccoy_Joel@yahoo.com,605-694-3430,************5761
City Hotel,1,174,2017,August,31,3,2,3,2,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,148.5,0,0,Canceled,2017-03-23,Christina Martin,Christina.M54@yahoo.com,546-091-3247,************3038
City Hotel,0,29,2016,May,21,19,2,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.64,0,2,Check-Out,2016-05-24,James West,James_West@gmail.com,791-805-2735,************2914
City Hotel,0,44,2016,April,17,23,2,1,2,0.0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,24.0,,0,Transient-Party,95.0,0,1,Check-Out,2016-04-26,Emily Hill,Emily_H@xfinity.com,978-433-0619,************4656
City Hotel,0,101,2016,August,34,15,1,1,2,3.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,14.0,,0,Transient,220.65,1,0,Check-Out,2016-08-17,Nancy Cole,NancyCole75@aol.com,609-694-0031,************5325
City Hotel,1,314,2015,August,35,27,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Contract,62.0,0,0,Canceled,2015-01-01,Katrina Mckenzie,KMckenzie@xfinity.com,882-479-6731,************9599
Resort Hotel,0,14,2017,March,10,8,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient-Party,60.0,0,2,Check-Out,2017-03-11,Brandon Palmer,BPalmer@hotmail.com,984-255-5271,************8969
Resort Hotel,0,1,2015,December,50,10,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,48.0,0,1,Check-Out,2015-12-11,Hannah Estrada,Hannah_Estrada74@zoho.com,805-850-9118,************4052
Resort Hotel,0,24,2015,November,47,21,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,342.0,0,Transient-Party,32.0,0,0,Check-Out,2015-11-22,Melissa Evans,MelissaEvans@mail.com,197-176-2615,************6843
Resort Hotel,1,180,2016,August,32,1,2,5,2,1.0,0,Undefined,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient-Party,177.5,0,2,Canceled,2016-02-09,Stephen Carpenter,Carpenter_Stephen@aol.com,954-434-9876,************9302
City Hotel,1,26,2016,October,42,9,2,0,2,0.0,0,SC,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,119.0,0,1,Canceled,2016-09-18,Martha Matthews,Martha_Matthews@mail.com,694-379-1815,************1912
Resort Hotel,0,10,2016,June,24,10,0,2,1,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,132.0,1,1,Check-Out,2016-06-12,Michael Guzman,MGuzman@comcast.net,741-275-6590,************7546
City Hotel,0,167,2017,August,33,14,1,1,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,,0,Transient,184.5,0,1,Check-Out,2017-08-16,Francisco Randall,FranciscoRandall@aol.com,903-688-5169,************7268
Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,HB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,298.0,,0,Transient-Party,85.0,0,0,Check-Out,2016-05-18,Tara Nunez,Nunez_Tara93@zoho.com,423-305-4321,************6982
City Hotel,0,16,2017,April,15,14,1,2,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,138.33,0,3,Check-Out,2017-04-17,Julia Gilbert,JGilbert68@zoho.com,880-289-8581,************6932
City Hotel,1,334,2015,September,38,16,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-02,Gloria Baldwin,GBaldwin@mail.com,525-042-0497,************5973
Resort Hotel,1,168,2016,April,18,28,1,3,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,257.0,,0,Transient,80.0,0,0,Canceled,2016-01-19,Katherine Sanchez,Katherine.Sanchez40@outlook.com,931-223-3787,************8445
Resort Hotel,0,185,2016,July,29,14,2,5,3,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,143.0,,0,Transient,154.79,0,1,Check-Out,2016-07-21,Jeffrey Edwards,JeffreyEdwards@protonmail.com,804-281-6652,************5653
City Hotel,0,39,2016,November,49,27,2,2,1,0.0,0,BB,LTU,Corporate,Corporate,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,65.0,0,0,Check-Out,2016-12-01,Jessica Davis,Davis_Jessica49@outlook.com,790-375-4711,************5097
City Hotel,0,91,2016,August,32,1,1,3,2,1.0,0,BB,JPN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,134.1,0,2,Check-Out,2016-08-05,Todd Sherman,Todd_S@protonmail.com,678-987-9251,************1845
City Hotel,1,60,2016,December,49,2,2,2,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9.0,,0,Transient,121.98,0,0,Canceled,2016-11-22,Nathan Moore,NMoore@outlook.com,107-370-5378,************7111
Resort Hotel,1,162,2016,July,29,16,4,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177.0,,0,Transient,100.8,0,0,Canceled,2016-06-30,Kari Poole MD,Kari.M@comcast.net,795-158-6083,************9094
Resort Hotel,0,225,2016,May,22,26,1,3,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,C,2,No Deposit,,223.0,0,Transient-Party,66.0,0,0,Check-Out,2016-05-30,Michelle Webb,Michelle.Webb@mail.com,216-565-4859,************6816
City Hotel,1,164,2017,April,16,22,2,5,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,166.5,0,1,Canceled,2016-11-11,Gregory Arnold,Gregory.A43@mail.com,287-208-0223,************2977
City Hotel,0,2,2017,January,3,19,0,3,3,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,83.0,,0,Transient,116.4,1,3,Check-Out,2017-01-22,Daniel Meyers,Meyers_Daniel@yahoo.com,997-456-9468,************2124
Resort Hotel,0,0,2016,February,7,9,0,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,78.0,0,1,Check-Out,2016-02-10,William Carr,WCarr@zoho.com,260-617-2431,************6096
City Hotel,0,91,2016,September,37,7,1,4,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7.0,,0,Transient,109.29,0,2,Check-Out,2016-09-12,Jennifer Roberts,Jennifer.Roberts@mail.com,431-054-3315,************6998
City Hotel,0,185,2016,September,40,29,2,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,116.1,0,2,Check-Out,2016-10-04,Timothy Bell,Bell_Timothy@yahoo.com,595-930-5013,************8667
Resort Hotel,0,155,2017,July,28,15,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,,251.0,0,Transient,143.0,0,0,Check-Out,2017-07-16,Kelly Roman,KellyRoman12@verizon.com,814-491-0344,************5992
City Hotel,1,127,2017,August,32,6,2,3,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,,0,Transient,155.0,0,2,Canceled,2017-04-01,Karen Walker,KarenWalker@yandex.com,895-251-7016,************8083
City Hotel,1,233,2017,June,25,23,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,20.0,,0,Transient,105.0,0,0,Canceled,2017-04-21,Robin Walsh,RWalsh@comcast.net,485-265-6577,************9793
Resort Hotel,0,14,2016,October,43,19,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,451.0,,0,Transient,51.9,1,0,Check-Out,2016-10-21,Evelyn Andrews,Evelyn_Andrews@zoho.com,115-787-2252,************3645
Resort Hotel,0,8,2017,April,17,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,,269.0,0,Transient,48.5,1,0,Check-Out,2017-04-28,David West,West_David@yahoo.com,317-111-0671,************2026
Resort Hotel,0,6,2016,September,39,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,A,C,0,No Deposit,,270.0,0,Transient,59.0,0,1,Check-Out,2016-09-21,Christopher Powers,Powers.Christopher24@att.com,632-002-8036,************9460
Resort Hotel,0,69,2017,August,35,27,2,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,190.0,0,2,Check-Out,2017-08-30,Alexa Ortiz,AOrtiz@outlook.com,584-336-3899,************9187
City Hotel,1,244,2017,July,27,4,0,3,2,0.0,0,BB,DNK,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,107.1,0,0,Canceled,2017-05-16,Rebecca Mccarthy,Rebecca.M@protonmail.com,177-137-2599,************5131
Resort Hotel,0,0,2015,October,42,14,0,1,1,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,,20.0,0,Transient,54.0,0,0,Check-Out,2015-10-15,Charles Medina,Charles.Medina76@yandex.com,558-096-7692,************9026
City Hotel,0,39,2017,March,12,19,2,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9.0,,0,Transient,91.8,0,1,Check-Out,2017-03-24,Timothy Hutchinson,Hutchinson.Timothy33@comcast.net,237-472-1171,************7230
City Hotel,0,38,2017,May,18,5,0,2,1,0.0,0,BB,USA,Online TA,TA/TO,0,0,0,D,G,1,No Deposit,9.0,,0,Transient,179.0,0,1,Check-Out,2017-05-07,Barry Williams,Barry.Williams@hotmail.com,132-870-6940,************1278
City Hotel,1,156,2016,August,34,17,2,4,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9.0,,0,Transient,170.28,0,0,Canceled,2016-03-20,Luis Fuller,Luis.F@yandex.com,117-393-6016,************9715
City Hotel,1,312,2015,August,35,25,0,4,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,,0,Transient-Party,62.0,0,0,Canceled,2015-07-06,Robert Buchanan,Robert.B80@comcast.net,267-601-0272,************8963
Resort Hotel,0,73,2015,September,36,1,2,5,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,110.71,0,0,Check-Out,2015-09-08,Angel Cook,Angel.C@aol.com,769-388-5320,************5239
City Hotel,1,98,2015,November,48,23,1,2,1,0.0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37.0,,0,Transient-Party,84.0,0,0,Canceled,2015-09-14,Susan Coleman,Susan_C@yandex.com,381-889-1147,************4131
City Hotel,1,127,2017,June,25,22,1,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,,0,Transient,108.0,0,0,Canceled,2017-03-07,Hailey Moyer,HMoyer92@aol.com,104-499-5953,************6657
City Hotel,0,98,2017,August,34,20,2,4,1,0.0,0,BB,AUS,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,,0,Transient,150.0,0,0,Check-Out,2017-08-26,Juan Robertson,JuanRobertson@mail.com,109-940-6865,************4054
City Hotel,0,457,2017,August,34,25,0,2,2,0.0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient-Party,122.4,0,1,Check-Out,2017-08-27,Emily Martin,EMartin19@hotmail.com,120-765-6047,************4867
City Hotel,1,337,2016,June,24,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1.0,,0,Transient,62.0,0,0,Canceled,2015-10-21,Joel Garcia,JGarcia@yahoo.com,448-543-8925,************1989
